45.0,85.0
37.2,84.2
29.7,82.0
22.8,78.3
16.7,73.3
11.7,67.2
8.0,60.3
5.8,52.8
5.0,45.0
5.8,37.2
8.0,29.7
11.7,22.8
16.7,16.7
22.8,11.7
29.7,8.0
37.2,5.8
45.0,5.0
52.8,5.8
60.3,8.0
67.2,11.7
73.3,16.7
78.3,22.8
82.0,29.7
84.2,37.2
85.0,45.0
84.2,52.8
82.0,60.3
78.3,67.2
73.3,73.3
67.2,78.3
60.3,82.0
52.8,84.2
